text,label
"Since recent studies have reported no negative interactions with concurrent use, we here report three cases (one case of a prolonged seizure, a serotonin syndrome and a focal seizure) of severe lithium-induced side effects while patients underwent ECT without complications and lithium serum levels were still subtherapeutic.",1
"In one patient the vasculitis resolved after termination of the ciprofloxacin therapy; in the other patient the ciprofloxacin-induced hemorrhagic vasculitis was superimposed on a severe forefoot infection, leading to progressive gangrene and a below-knee amputation.",1
Two patients with osteomyelitis who developed reversible cholestatic jaundice during treatment with oxacillin derivatives are described.,1
"When measured, the serum lithium level had increased 4-fold during acyclovir therapy.",1
"A patient with chronic myeloid leukaemia treated with busulphan for 4-5 years, developed signs of busulphan toxicity and portal hypertension with ascites, oesophageal varices and jaundice.",1
"The authors describe a case of oral-facial dyskinesia that occurred after discontinuation of amoxapine, and antidepressant which may also have neuroleptic effects.",1
Two patients treated with alprazolam had histories suggestive of a bipolar disorder and developed lithium-responsive manic episodes.,1
"The main side-effects of Lp-TAE combined with HT were low-grade fever, localized pain, myelo-suppression and liver dysfunction, but these were transient and eventually disappeared.",1
"The authors report a case of acute pancreatitis (AP) occurring in a patient under treatment with carbamazepine (CBZ) for post-traumatic petit mal epilepsy, and review the current literature of drug-induced AP.",1
Acute renal failure should be recognized as a potential complication of suramin treatment.,1
Intracranial haemorrhage from a meningioma in a patient receiving aspirin prophylaxis: a case report.,1
We report the case of a 14-year-old female with acute promyelocytic leukemia who developed symptomatic cardiomyopathy only 4 months into treatment with a combination of daunomycin and all-trans retinoic acid (ATRA).,1
"Two cases of lepromatous leprosy with erythema nodosum leprosum who were on high doses of clofazimine, showed discoloration of nail plate, subungual hyperkeratosis and onycholysis.",1
Choanal atresia and athelia: methimazole teratogenicity or a new syndrome?,1
"Anaphylactoid shock, disseminated intravascular coagulation, and anuric renal failure requiring dialysis occurred in a patient receiving zomepirac sodium for toothache.",1
CONCLUSION: These cases suggest that moxifloxacin may interfere with the healing of corneal ulcers.,1
"Potential causes of methamphetamine-related keratitis can be divided into four categories resulting from (a) direct pharmacologic and physical effects of methamphetamine; (b) the toxic effects of diluting or ""cutting"" agents such as lidocaine and quinine; (c) effects related to the route of drug administration (intravenous, inhalation, smoking); and (d) manufacture-related effects of exposure to unintentional caustic contaminants in the final product.",1
Cardiac toxicity related to BCNU has not been described well.,1
"We report the case of a lung cancer patient with bronquiloalveolar carcinoma (BAC) presenting with BOOP after chemotherapy with docetaxel and gemcitabine producing severe respiratory insufficiency, and simulating a progression of the tumor.",1
"Destructive thyrotoxicosis appeared 4-6 months after starting IFN-alpha, followed by Graves' hyperthyroidism within 8 to 11 months.",1
Methyldopa-induced liver injury.,1
Celiac disease onset after pegylated interferon and ribavirin treatment of chronic hepatitis C.,1
Acute leukaemia during tamoxifen therapy.,1
We recommend that a TMA in association with quinine be consistently referred to as quinine-associated thrombotic microangiopathy (quinine-TMA) to better distinguish this entity from idiopathic TTP.,1
"The temporal sequence of the respiratory insufficiency and the histopathology, when compared to the previous examples in the literature, suggest that cyclophosphamide was aetiologically responsible for the lung disease.",1
"OBJECTIVE: The purpose of this study was to determine whether desensitization to NPH insulin, as well as standard insulin desensitization, could control allergic symptoms in a patient allergic to both NPH and regular insulin.",1
"We present a fatal case of subacute methanol toxicity with associated diffuse brain involvement, including bilateral putaminal necrosis and cerebral edema with ventricular compression.",1
Induction of systemic lupus erythematosus by interferon-gamma in a patient with rheumatoid arthritis.,1
"PURPOSE: To describe transient structured visual hallucinations in a patient with vascular age-related macular degeneration (AMD), following an intravitreal Avastin-injection.",1
METHODS: Repeated blood samples were drawn in a patient with severe acyclovir overdose who developed coma and nonoliguric renal failure.,1
Hypertension develops in most patients after transplantation when immunosuppression is based on cyclosporine and prednisone.,1
Hypoglycemia induced by long-acting somatostatin analogues in a patient with nonfunctional neuroendocrine tumor.,1
We report a patient who experienced LABD shortly after starting carbamazepine therapy.,1
Muscle biopsy revealed variation in muscle fiber size and few vacuolated fibers which were features of colchicine-induced myopathy.,1
We describe a renal transplant recipient maintained on cyclosporine and prednisone developing Nocardia Asteroides brain abscess.,1
Epoprostenol may be associated rarely with severe erythroderma.,1
Lichen planus and acne provoked by gold.,1
"OBJECTIVE: The purpose of this study was to report the concomitant occurrence of multiple squamous cell carcinomas and diffuse nail hyperpigmentation associated with hydroxyurea treatment, and to describe a successful therapeutic approach using imiquimod 5%.",1
The association between heparin and priapism is often recognized; abnormal platelet aggregation could play a role in the pathogenesis of this side effect.,1
"Although the essential cause of PV is unclear, its onset has occasionally been associated with drug therapy, in particular penicillamine.",1
Hepatic angiosarcoma occurring after cyclophosphamide therapy: case report and review of the literature.,1
Recurrent palmar-plantar erythrodysaesthesia following high-dose cytarabine treatment for acute lymphoblastic leukemia.,1
"Diagnosis of sclerosing glomerulonephritis occurred in this patient during anastrozole use, suggesting a newly defined side effect of anastrozole.",1
She was thus diagnosed as having AZ intoxication.,1
"However, to our knowledge, in newborns there have been no reported cases to date of thrombocytosis induced by enoxaparin.",1
"Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased.",1
"Idiosyncratic factors involving vasopressin receptor affinity and distribution, vasopressin-associated vasodilation in some vascular beds, and the effect of vasopressin on the renin-angiotensin system may further contribute to impaired tissue perfusion.",1
"Total blindness with a transient tonic pupillary response, denervation supersensitivity, and abnormal visual-evoked potentials developed in a 54-year-old man after the use of quinine sulfate for leg cramps.",1
We describe a patient with the antiphospholipid syndrome who had skin necrosis develop from low-molecular weight heparin therapy at sites distant from injection sites.,1
The Center for Disease Control has received numerous reports of an eosinophilia-myalgia syndrome related to products containing L-tryptophan.,1
CONCLUSIONS: Peripheral administration of low-dose vasopressin for septic shock should be discouraged because of the risk of ischemic skin complications.,1
We report the first case of an acute flare of eosinophilic cystitis in a 51-year-old woman after bladder instillation with dimethyl sulfoxide (DMSO) for presumed interstitial cystitis.,1
"After intravitreal injection of triamcinolone acetonide, cataract may rapidly develop in eyes that have been intensively treated, topically and systemically, by corticosteroids for several years.",1
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1
The spectrum of nitrofurantoin lung injury continues to widen.,1
"The authors postulate that two types of combined lithium-neuroleptic toxicity occur: a neuroleptic malignant extrapyramidal syndrome and a lithium toxicity that occurs in combination with phenothiazines, primarily thioridazine.",1
"RESULTS: The patient, a 27-year-old married Japanese woman with borderline personality disorder, developed an increased libido with the administration of fluvoxamine.",1
Sexual dysfunction associated with intrathecal baclofen use: a report of two cases.,1
"The authors also determined that their case of myositis developing in the rectus abdominus muscle of a patient with pancreatic adenocarcinoma was the manifestation of radiation recall, thereby bringing the number of patients who developed radiation recall to gemcitabine and were discussed in the current study to 13.",1
Reversible valproic acid-induced dementia was documented in a 21-year-old man with epilepsy who had a 3-year history of insidious progressive decline in global cognitive abilities documented by serial neuropsychological studies.,1
We review the literature on previously reported cases of cutaneous necrosis after injection of standard interferon alfa or pegylated interferon alfa-2b and discuss the different pathophysiologic mechanisms that might be involved.,1
"Massive CBZ OD may produce a reversible encephalopathy that includes cortical hyperexcitability, a profound burst-suppression EEG pattern, and cranial nerve areflexia.",1
"Since the bronchospasm was relieved with discontinuation of propranolol and supportive bronchodilator therapy, the bronchospasm was believed to be caused by propranolol.",1
We experienced a case of chronic renal failure in a patient suffering from acute hemorrhagic gastritis associated with AZ intoxication.,1
CONCLUSION: Alendronate led to nodular scleritis and rechallenge caused recurrence of scleritis.,1
"Sodium phenylbutyrate was added to treatment with HU in two patients, but failed to produce an increase in total Hb despite increasing Hb F levels.",1
"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1
Cutaneous vasculitis secondary to ramipril.,1
The aim of our paper was to describe hepatotoxicity of sirolimus (SRL) in a kidney graft recipient.,1
"During clarithromycin coadministration, four out of the seven patients developed moderate-to-severe toxic symptoms of carbamazepine, such as drowsiness, dizziness, and ataxia, which resolved within 5 days after clarithromycin discontinuation.",1
Clinicians have been aware of lithium toxicity for many years and traditionally have administered thiazide diuretics for lithium-induced polyuria and nephrogenic diabetes insipidus.,1
Epstein-Barr virus-associated lymphoproliferative disorder in a patient with rheumatoid arthritis on methotrexate and rofecoxib: idiosyncratic reaction or pharmacogenetics?,1
"Although adverse reactions to protamine are reported infrequently and are usually mild, we recently observed the first fatal case of type I anaphylaxis resulting from protamine.",1
"Three male patients aged 78-83 years are presented, in whom severe hepatotoxic reactions emerged after CPA administration.",1
"The patient's clinical presentation, histologic features on liver biopsy and favorable course after stopping the drug suggest that barbiturates can be added to the list of agents which can cause submassive hepatic necrosis.",1
"These findings are consistent with an immune-complex form of glomerulopathy in which gold is neither the antigen nor a hapten in the glomerular deposits, and they suggest the hypothesis that antibodies to tubular epithelial antigens induced by gold therapy may be a causative factor in the renal disease associated with gold therapy in rheumatoid arthritis.",1
We report a case of biopsy proven myositis whose symptoms began within 10 days of receiving leuprolide acetate therapy for prostate cancer.,1
We report a case of Zidovudine induced anaemia and bone marrow aplasia in a patient infected with HIV.,1
"We report on three patients with acute schizophrenia, who developed severe akathisia during treatment with olanzapine (20-25 mg/d).",1
"A 7-year-old with congenital toxoplasmosis who took pyrimethamine and sulfadiazine for reactivated chorioretinitis developed fever, severe cutaneous involvement, swelling, abdominal pain and transaminitis, persisting weeks after withholding medicines.",1
The case resembles two previously reported cases of optic neuropathy which occurred in patients with Wilson's disease who were receiving penicillamine.,1
Allergic and irritant contact dermatitis to calcipotriol.,1
Peripheral neuropathy and cerebellar syndrome associated with amiodarone therapy.,1
Toxic epidermal necrolysis resulted after 19 days of treatment with 5-fluorocytosine and amphotericin B.,1
METHOD: We describe three case-reports concerning haematological adverse effects of quetiapine.,1
Cyclophosphamide pneumonitis.,1
We describe a continuous ambulatory peritoneal dialysis (CAPD) patient that developed vancomycin-induced agranulocytosis during treatment for methicillin-resistant Staphylococcus aureus (MRSA)-associated external cuff infection and pneumonia.,1
"Two cases are reported of patients who developed a hematologic malignancy several years after intravesical chemotherapy of superficial bladder cancer with etoglucid, doxorubicin, and mitomycin C.",1
"CONCLUSIONS: Patients receiving intravitreal injections of bevacizumab should be evaluated for potential systemic risk factors such as carotid insufficiency, coagulopathy and poorly controlled diabetes mellitus.",1
"CASE SUMMARY: A 65-year-old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion, agitation, tachycardia, tremors, myoclonic jerks and unsteady gait, consistent with serotonin syndrome, following initiation of fentanyl, and all symptoms and signs resolved following discontinuation of fentanyl.",1
"Although the movement disorder could not with certainty be attributed to trazodone alone, the drug at least acted as an eliciting agent.",1
Amphotericin B-induced seizures in a patient with AIDS.,1
Rituximab-CHOP induced interstitial pneumonitis in patients with disseminated extranodal marginal zone B cell lymphoma.,1
A 21-year-old patient developed rhabdomyolysis during his nineteenth week of treatment with clozapine for drug-resistant schizophrenia.,1
We report a case of an infant with complex congenital heart disease who was placed on captopril for afterload reduction following cardiac surgery and subsequently developed pulmonary infiltrates with eosinophilia.,1
"Following discontinuation of clozapine, she was rechallenged and again was observed to have seizures.",1
Simvastatin-induced rhabdomyolysis following cyclosporine treatment for uveitis.,1
Gold nephropathy.,1
The changes were progressive regardless of discontinuation of cyclophosphamide and led to severe restrictive ventilatory defect.,1
It remains to be seen whether the hepatotoxicity associated with troglitazone is a drug-class effect or specific to troglitazone.,1
Acute lung injury associated with 5-fluorouracil and oxaliplatinum combined chemotherapy.,1
We describe a case of a man treated with an EGFR-inhibitor (erlotinib) for a cell lung cancer who developed skin manifestations localized in an uncommon area and with an atypical evolution.,1
"We report a 50-year-old male patient with a 15-year history of psoriasis including mutilating psoriatic arthritis, in whom the withdrawal of cyclosporin A induced a generalised pustular exacerbation and a aggravation of the joint condition.",1
"In rare cases mitomycin C (MMC) may induce cancer-associated hemolytic uremic syndrome, which is characterized by hemolytic anemia, thrombocytopenia and progressive renal failure.",1
"Pulmonary hemorrhage is an uncommon feature in the HUS, and seems to appear especially in the HUS associated with MMC therapy.",1
A 78-year-old man with a transvenous cardioverter defibrillator system developed frequent shocks during oral procainamide therapy.,1
An immediate hemolytic reaction induced by repeated administration of oxaliplatin.,1
"We describe a case of an NHL patient who received rituximab and developed symptomatic, biopsy-proven multinodular bronchiolitis obliterans with organizing pneumonia (BOOP).",1
"To our knowledge, this is the first case reported in the English literature of a generalized exanthem due to subcutaneous injection of enoxaparin.",1
"It carries a well-known risk of neutropenia and agranulocytosis, which necessitates the immediate discontinuation of clozapine.",1
Oral intake and acarbose were withheld and the ileus spontaneously resolved after 2 days.,1
We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.,1
"However, the use of lithium should be avoided with any patient who is purging, since it may exacerbate the loss of intracellular potassium, thereby increasing the risk of cardiac toxicity.",1
"We report on a 56-year-old female who exhibited drug refractory paroxysmal atrial fibrillation, in which marked prolongation of the QT interval and T wave inversion on electrocardiogram was demonstrated reproducibly shortly after the administration of oral pirmenol therapy.",1
This report details a case of bilateral avascular necrosis of the femoral heads in a patient receiving 'standard' doses of dexamethasone as part of the antiemetic regimen used in cisplatin-based combination chemotherapy.,1
"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1
Diffusion-weighted MRI correlates of subacute methotrexate-related neurotoxicity.,1
"Finally, reserpine toxicity, in particular central nervous system (CNS) disturbances, was reported more frequently in patients also receiving barbiturates, suggesting additive CNS effects.",1
Ezetimibe-induced acute pancreatitis.,1
This case demonstrates the value of DWI in evaluation and diagnosis of sub-acute toxic leukoencephalopathy in patients being treated with methotrexate.,1
"Acute severe intoxication with carbamazepine is associated with seizures, coma and respiratory depression.",1
"A 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral sulphasalazine for sero-negative rheumatoid arthritis.",1
"A 16-year-old boy developed fever, generalized rigidity, leukocytosis, and increased serum transaminase and creatine kinase levels while receiving treatment with olanzapine and lithium.",1
A case of a 53-year-old man who developed acute pneumonitis after bleomycin and moderate oxygen administration is presented.,1
"However, re-initiation of sunitinib treatment was followed by bilateral breast enlargement again.",1
"Gynecomastia in epileptics treated with phenobarbital, phenytoin and fluoresone: two case reports.",1
"A brief review of reported cases of chloramphenicol hypersensitivity in the English-language literature, as well as possible alternative explanations in this case, are provided.",1
"While for ribavirin antidepressant effects are not known, we suppose that antidepressants may prevent changes in serotonergic or noradrenergic neurotransmission caused by IFN-alpha.",1
"BACKGROUND: Methotrexate (MTX) may induce liver damage, which in some psoriatics will lead to fibrosis or cirrhosis.",1
"Adverse effects of amiodarone including pulmonary toxicity, hepatotoxicity, aggravation of arrhythmia, and thyroid diseases are well understood.",1
"In a postural challenge test after administration of isosorbide dinitrate (5 mg), blood pressure decreased from 120/67 to 65/35 mmHg, followed by syncope with a sudden decrease in pulse rate from 85 to 60 beats/min.",1
"Purple glove syndrome, named for its distinctive purple discoloration and swelling of the hands in the distribution of a glove, is an uncommon complication of intravenous phenytoin administration through small dorsal veins of the hands.",1
We present a 46-year-old African-American man with AIDS who was admitted on two different occasions within three weeks for signs and symptoms of meningitis after using trimethoprim/sulfamethoxazole (TMP/SMX).,1
Two patients treated with 5-fluorouracil (5-FU) for disseminated adenocarcinoma of the colon developed cerebellar dysfunction typical of 5-FU neurotoxicity.,1
"Severe osteomalacia was present in two epileptic patients who were under long-term treatment with congeners of phenytoin, phenobarbital, and acetazolamide.",1
"Videopolysomnographic and pharmacokinetic studies with monitoring of plasma levodopa levels demonstrated marked motor hyperactivity during augmentation, with anarchic discharges of motor unit potentials, tonic grouped discharges and flexor spasms, associated with painful dysesthesia.",1
The following is a report of 2 cases of rifampicin-induced renal insufficiency.,1
"We describe two cases of sulfadiazine-induced crystalluria and renal failure in patients with acquired immunodeficiency syndrome, review the pertinent literature, and discuss the pathogenesis.",1
Delay of corneal wound healing in patients treated with colchicine.,1
"Four days after the initial injection of 3.6 mg of goserelin acetate, severe dyspnea developed due to worsening pleuritis carcinomatosa, which was considered as a flare-up.",1
Triazolam-induced nocturnal bingeing with amnesia.,1
We now report the first known cancer patient who developed life-threatening complications after treatment with topical 5-FU and was shown subsequently to have profound DPD deficiency.,1
Methylphenidate (Ritalin)-associated cataract and glaucoma.,1
"MTX-induced hepatic injury and liver enzyme elevations have been demonstrated after treatment of leukemia, gestational disease and during treatment of psoriasis and rheumatoid arthritis.",1
This case and other published evidence should alert physicians to the possibility of fatal erlotinib-induced ILD.,1
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1
"Acute interstitial pneumonia induced by ONO-1078 (pranlukast), a leukotriene receptor antagonist.",1
Interaction between tacrolimus and nefazodone in a stable renal transplant recipient.,1
We report a case of contact dermatitis due to sodium bisulfite in Tathion eye drops.,1
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.",1
"In this report, one patient who developed gangrene after bleomycin and vincristine/vinblastine chemotherapy for AIDS-related Kaposi's sarcoma and another HIV-infected patient who exhibited symptoms of severe Raynaud's phenomenon related to the same regimen are presented.",1
The induction of hypoglycaemia with PAS in this patient suggests a potential role for PAS in the treatment of diabetes mellitus.,1
Naproxen-associated sudden sensorineural hearing loss.,1
Gemcitabine-associated hemolytic-uremic syndrome.,1
Fatal eosinophilia myalgia syndrome in a marrow transplant patient attributed to total parenteral nutrition with a solution containing tryptophan.,1
Psoriasis-like skin reaction in a patient with rheumatoid arthritis after sulphasalazine therapy.,1
Progressive interstitial lung disease from prolonged methotrexate therapy.,1
Case report: acute renal failure after administering intravenous immunoglobulin.,1
This confirmed the history of captopril-related asthma.,1
"Gastric tumor, endometrial carcinoma and cervical adenocarcinoma in situ were detected after treatment with tamoxifen for breast cancer.",1
"Acetazolamide may have accelerated the development of osteomalacia by several mechanisms, including increased renal calcium excretion.",1
"DLST is a good diagnostic tool for AZA allergy, especially for severe drug allergy cases.",1
"The most common side effects associated with amifostine are nausea, vomiting, hypotension, hypocalcemia and allergic reactions.",1
"CONCLUSIONS: This report indicates clindamycin phosphate vaginal cream as the most probable cause of CDIC due to the temporal relationship between the occurrence of diarrhea and clindamycin administration, lack of concomitant medications, and documentation of C. difficile toxin.",1
Fatal digoxin poisoning: an unsuccessful resuscitation with use of digoxin-immune Fab.,1
"Transient left homonymous hemianopsia and encephalopathy following treatment of testicular carcinoma with cisplatinum, vinblastine, and bleomycin.",1
Palpable purpuric skin lesions on the anterior surface of both legs appeared on the 55th day of amphotericin B treatment.,1
The use of methotrexate (MTX) has been contraindicated for treatment of severe psoriasis in HIV infection on the basis of six previously reported cases in which MTX appeared to potentiate opportunistic infections and accelerate HIV disease.,1
"The case demonstrates that hypersensitivity reaction to pranlukast and resultant ATIN is possible, and that periodic urine testing in patients receiving pranlukast should be considered.",1
"OBJECTIVE: To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram, as evidenced by medication history, clinical features and reversal following discontinuation of fentanyl.",1
"In a series of 104 cases of intentional or inadvertent use of zidovudine at differing gestations in pregnancy, there were eight spontaneous first trimester abortions, eight therapeutic terminations, and eight cases of fetal abnormality occurring among a total of 88 cases where the pregnancy progressed.",1
We report a case of Graves' hyperthyroidism induced by long-term interferon (IFN) therapy.,1
Multiple mechanisms for ciprofloxacin-induced nephrotoxicity have been proposed.,1
Ampicillin-induced interstitial nephritis with generalised exfoliative dermatitis.,1
Oxcarbazepine-induced Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS).,1
Myocardial ischemia associated with high-dose carmustine infusion.,1
We experienced 2 cases of mequitazine-induced photosensitivity reaction in patients who took mequitazine for their dermatologic problems.,1
Hepatobiliary disorders associated with orally administered terbinafine have rarely been reported.,1
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",1
Cutaneous seeding after ultrasound-guided percutaneous ethanol injection for treatment of hepatocellular carcinoma.,1
CONCLUSIONS: Topical brimonidine may be associated with central nervous system depression in infants.,1
The hypercalcemia responded to discontinuation of rhGH and a single dose of intravenous pamidronate disodium and has not recurred in 8 months of follow-up.,1
"CONCLUSION: The new quinolone derivatives (levofloxacin, sparfloxacin, grepafloxacin, trovafloxacin, gatifloxacin and moxifloxacin), also called gyrase inhibitors, are known for their potential to cause central nervous system-related adverse effects, including headache, dizziness and insomnia.",1
"We report a 5-year-old boy with CF who had a stricture of the hepatic flexure region with associated narrowing due to submucosal fibrosis of the transverse colon, secondary to high-lipase pancreatin therapy.",1
"A 26-year-old Japanese man, who had been receiving medical attention for ulcerative colitis for one year, presented with diffuse erythema and pustules on his face and trunk, malaise, and fever up to 39 degrees C one day after the administration of salazosulfapyridine.",1
"During clarithromycin coadministration, four out of the seven patients developed moderate-to-severe toxic symptoms of carbamazepine, such as drowsiness, dizziness, and ataxia, which resolved within 5 days after clarithromycin discontinuation.",1
"We report a case of a patient with ciprofloxacin-induced SJS and acute onset of VBDS, and reviewed the related literature.",1
"In this report, one patient who developed gangrene after bleomycin and vincristine/vinblastine chemotherapy for AIDS-related Kaposi's sarcoma and another HIV-infected patient who exhibited symptoms of severe Raynaud's phenomenon related to the same regimen are presented.",1
Bisphosphonate-related osteonecrosis of the jaw (BRONJ) is reported in up to 18.6% of patients treated with intravenous bisphosphonates and can result in significant morbidity.,1
It is tempting to speculate that interferon alpha may be involved in the pathogenesis of lichen nitidus.,1
Temsirolimus-induced glomerulopathy.,1
This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
Our patient developed both nephrogenic diabetes insipidus and renal tubular acidosis with a temporal pattern that demonstrated a link between foscarnet therapy and these abnormalities.,1
Although differential diagnostic alternatives can be considered in all described cases it is very likely that vincristine does cause severe visual loss in a small number of patients.,1
"The reversal of heparin by protamine may cause severe hemodynamic deterioration, characterized by systemic hypotension, pulmonary hypertension, and bronchoconstriction.",1
STUDY DESIGN: Case reports are presented of three premature infants (mean gestational age 27 weeks) cared for in the intensive care nursery in whom clinically significant septal hypertrophy and left ventricular outflow tract obstruction developed during dexamethasone treatment for bronchopulmonary dysplasia.,1
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1
We thus concluded that an excessive dose of AZ had probably destroyed the gastric mucosal barrier or thrombocytopenia due to bone marrow disorder and thus eventually led to the development of hemorrhagic gastritis.,1
Acute non-lymphocytic leukemia in patients with ovarian carcinoma following long-term treatment with Treosulfan (= dihydroxybusulfan).,1
Cerebrovascular complications of L-asparaginase therapy in children with leukemia: aphasia and other neuropsychological deficits.,1
"A 61-year-old man developed clinical lupus syndrome with positive antinuclear antibody, positive lupus erythematosus (LE) cell preparation, and diffuse proliferative glomerulonephritis following 26 months of procainamide therapy.",1
"Hypoglycemia can be a serious side effect of etanercept in patients already on antidiabetic medications known to cause hypoglycemia, such as sulfonylureas, meglitinides, and insulin.",1
Procainamide-induced incessant supraventricular tachycardia in the Wolff-Parkinson-White syndrome.,1
"Although neurotoxicity is a frequent complication of methotrexate therapy, fatal acute neurotoxicity is extremely uncommon, especially in adults.",1
Drug-induced fever should be considered in patients who have unexplained high temperatures during diltiazem therapy.,1
Sulfasalazine-induced hypersensitivity syndrome and hemophagocytic syndrome associated with reactivation of Epstein-Barr virus.,1
Clinicians should be aware of the possibility that vinorelbine may cause SIADH and possibly hypokalemia.,1
"Patients receiving amifostine who develop only fever should be evaluated for an adverse drug reaction, as well as for sepsis and fevers of neutropenia, and it may be necessary to discontinue the drug.",1
"Amiodarone hydrochloride, a new antiarrhythmic agent, has been associated with pulmonary toxicity characterized by cough, dyspnea and diffuse pulmonary infiltrates.",1
A 61-year-old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed generalized erythema with high fever 3 weeks after taking sulfamethoxazole/trimethoprim.,1
"Although praziquantel administration may have been effective in killing the parasite in both patients, we are concerned about the production of marked inflammation as a result of treatment.",1
Occurrence of withdrawal dyskinesia indicates that the neuroleptic effects of amoxapine may be clinically significant.,1
Pamidronate therapy should be considered in patients with hypercalcemia secondary to acute vitamin D poisoning.,1
Prothipendylhydrochloride-induced priapism: case report.,1
"Despite minimal short-term side effects and apparent efficacy, chronic treatment of MG with MM may be associated with increased risk of lymphoproliferative disorders.",1
"One patient required nursing home placement and a feeding gastrostomy as a result of the worsening parkinsonism during risperidone treatment, but was able to return home and have the gastrostomy removed after switching from risperidone to clozapine.",1
Quinine induced coagulopathy--a near fatal experience.,1
"The principle treatment for DPD-deficient patients with severe acute 5-FU reactions is supportive care; however, the administration of thymidine potentially may reverse severe 5-FU-induced neurologic symptoms such as encephalopathy and coma.",1
Docetaxel-induced Meibomian duct inflammation and blockage leading to chalazion formation.,1
We report 5 cases of acute reversible renal failure coinciding with the onset of treatment with captopril in patients with severe drug-resistant hypertension.,1
The HIV protease inhibitor indinavir may cause nephrolithiasis and interstitial nephritis.,1
"Both colchicine and statin therapy may be associated with myopathy, which usually occurs after several months of therapy.",1
Propranolol: an unrecognized cause of central nervous system dysfunction in patients undergoing cardiopulmonary bypass.,1
"With the use of optical coherence tomography (OCT), two patients with IFN-associated retinopathy who had developed macular edema and reduced visual acuity during the clinical course of IFN therapy were observed.",1
"After a second dose of metoclopramide, these symptoms recurred and were associated with confusion, agitation, fever, diaphoresis, tachypnea, tachycardia, and hypertension.",1
"Captopril-associated ""pseudocholangitis'.",1
Fatal toxic epidermal necrolysis related to lamotrigine administration.,1
"A variety of movement disorders are known to occur in association with carbamazepine (CBZ) therapy in adults and children, but development of tics has been described infrequently and only in patients with underlying Tourette's syndrome or other movement disorders.",1
We conclude peripheral neuropathy with 5-FU is rare.,1
We describe a case of subcutaneous metastasis along the needle track after percutaneous ethanol injection (PEI) for treatment of hepatocellular carcinoma.,1
"This case underscores problems in clinical management with sulfadiazine hypersensitivity, potential immunosuppression from corticosteroids and selection of medications for recurrences of toxoplasmic chorioretinitis.",1
Niacin causes a reversible toxic cystoid maculopathy that occurs in approximately 0.67% of patients taking high doses of the drug.,1
Visual system side effects caused by parasympathetic dysfunction after botulinum toxin type B injections.,1
"In this article, we describe another case of subcutaneous changes following repeated glatiramer acetate injection, presented as localized panniculitis in the area around the injection sites, in a 46-year-old female patient who was treated with glatiramer acetate for 18 months.",1
"Akathisia appeared to be a common side effect of fluoxetine and generally responded well to treatment with the beta-adrenergic antagonist propranolol, dose reduction, or both.",1
"Alternating sinus rhythm and intermittent sinoatrial (S-A) block was observed in a 57-year-old woman, under treatment for angina with 80 mg propranolol daily.",1
"In both cases, high fever, skin rash, liver dysfunction and atypical lymphocytosis developed 3 weeks after initiating treatment with SASP.",1
We have reported six cases of metoclopramide-induced parkinsonism seen in consultation over a two-year period.,1
Hypokalemia after normal doses of neubulized albuterol (salbutamol).,1
Thrombotic thrombocytopenic purpura during penicillamine therapy in rheumatoid arthritis.,1
"Zolpidem (Ambien), a relatively new nonbenzodiazepine sedative-hypnotic, was involved in the death of a 39-year-old obese male who was being treated for depression and insomnia.",1
Life-threatening cranial dystonia following trihexyphenidyl withdrawal.,1
Severe adenovirus pneumonia (AVP) following infliximab infusion for the treatment of Crohn's disease.,1
Deepening of lid sulcus from topical bimatoprost therapy.,1
